gold_answers_json,prediction,exact_match,f1,correct_em,token_confidences_json,generated_token_ids_json,seq_conf_mean,seq_conf_min,seq_conf_logmean,generated_length
"[""Earth""]",the Christmas Eve transmission,0,0.0,0,"[0.8311890959739685, 0.4738970994949341, 0.9994820952415466, 0.9521002769470215, 0.8059338331222534, 0.8710426688194275, 0.8700658679008484, 0.9047264456748962, 0.8954468369483948, 0.8872077465057373, 0.8812201023101807, 0.876467764377594, 0.8736130595207214, 0.8706814050674438, 0.8673401474952698, 0.8640361428260803, 0.8612445592880249, 0.8561116456985474, 0.8538438081741333]","[8, 1619, 11566, 5790, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.8576658211256328,0.4738970994949341,-0.16250550239387923,19
"[""Apollo 8""]","Book of Genesis,",0,0.0,0,"[0.7444186806678772, 0.9997724890708923, 0.9997805953025818, 0.9964191913604736, 0.9840116500854492, 0.7127655744552612, 0.26118573546409607, 0.2197141796350479, 0.39025750756263733, 0.5009148120880127, 0.569774329662323, 0.6165944933891296, 0.6439226269721985, 0.6619251370429993, 0.673206627368927, 0.6840683221817017, 0.6922565698623657, 0.69939786195755, 0.7039731740951538]","[3086, 13, 21482, 6, 1, 1, 30, 3086, 3086, 3086, 3086, 3086, 3086, 3086, 3086, 3086, 3086, 3086, 3086]",0.6712820820118252,0.2197141796350479,-0.46814277950064104,19
"[""Apollo Telescope Missions""]",(AAP).,0,0.0,0,"[0.4653194546699524, 0.9980362057685852, 0.9999338388442993, 0.9835493564605713, 0.9996258020401001, 0.9774467349052429, 0.1267305165529251, 0.24354900419712067, 0.297194242477417, 0.3371554911136627, 0.3677852153778076, 0.3790176510810852, 0.38743260502815247, 0.3951290249824524, 0.4007114768028259, 0.4057539999485016, 0.4101978838443756, 0.4124176502227783, 0.4161214530467987]","[41, 188, 2965, 137, 1, 1, 19750, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41]",0.5264793477560344,0.1267305165529251,-0.7843613310865788,19
"[""Spacecraft""]",Spacecraft Lunar Module Adapter,0,0.4,0,"[0.32471564412117004, 0.9985803365707397, 0.9851478934288025, 0.999996542930603, 0.9839492440223694, 0.9831966161727905, 0.9999957084655762, 0.9996296167373657, 0.9145063757896423, 0.8955704569816589, 0.21888326108455658, 0.2393777072429657, 0.2397284358739853, 0.2332720309495926, 0.23395374417304993, 0.2396974414587021, 0.24584470689296722, 0.24937760829925537, 0.2526969611644745]","[5844, 6696, 17687, 52, 20137, 3, 14808, 49, 1, 1, 1, 628, 628, 628, 5844, 5844, 5844, 5844, 5844]",0.5914800174926457,0.21888326108455658,-0.7502896953438176,19
"[""using the space in the Spacecraft Lunar Module Adapter (SLA) to house a small orbital laboratory (workshop""]","to Earth orbit,",0,0.11764705882352941,0,"[0.6419707536697388, 0.99631267786026, 0.9997764229774475, 0.9968917965888977, 0.9732958078384399, 0.9021697640419006, 0.6868337392807007, 0.3780936598777771, 0.26612523198127747, 0.37451156973838806, 0.43249383568763733, 0.47429150342941284, 0.5044528245925903, 0.526926577091217, 0.5439876317977905, 0.5581864714622498, 0.5692156553268433, 0.5817835330963135, 0.5926684737205505]","[12, 4030, 15607, 6, 1, 1, 338, 338, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",0.6315783121083912,0.26612523198127747,-0.52440629104895,19
"[""Lunar""]",Spacecraft Lunar Module Adapter,0,0.4,0,"[0.1923745721578598, 0.9978263974189758, 0.9066358208656311, 0.9999934434890747, 0.9854143857955933, 0.9840224981307983, 0.9999960660934448, 0.9995193481445312, 0.9333458542823792, 0.9318143129348755, 0.16178582608699799, 0.20022378861904144, 0.18953865766525269, 0.17860913276672363, 0.16862231492996216, 0.1607711762189865, 0.15556249022483826, 0.15096154808998108, 0.14634358882904053]","[5844, 6696, 17687, 52, 20137, 3, 14808, 49, 1, 1, 628, 628, 628, 628, 628, 628, 628, 628, 628]",0.5496505906707362,0.14634358882904053,-0.9482113450543275,19
"[""empty S-IVB""]",the CSM,0,0.0,0,"[0.18947453796863556, 0.7321931719779968, 0.999920129776001, 0.562131404876709, 0.9162091016769409, 0.2337508201599121, 0.3096258044242859, 0.282158225774765, 0.25444096326828003, 0.23984624445438385, 0.23003935813903809, 0.22235755622386932, 0.21793478727340698, 0.21335840225219727, 0.2087744027376175, 0.20498982071876526, 0.20263057947158813, 0.1979341208934784, 0.19657002389431]","[8, 205, 4212, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.34812312926116745,0.18947453796863556,-1.2295780047374993,19
"[""Adapter""]",Spacecraft Lunar Module Adapter,0,0.4,0,"[0.327773779630661, 0.9977378845214844, 0.9799482822418213, 0.999996542930603, 0.9884142875671387, 0.9839538335800171, 0.9999960660934448, 0.9995813965797424, 0.906114399433136, 0.9172423481941223, 0.30768272280693054, 0.26873457431793213, 0.2894178032875061, 0.2893204987049103, 0.2829262316226959, 0.2759237587451935, 0.2697281837463379, 0.2625814974308014, 0.25506511330604553]","[5844, 6696, 17687, 52, 20137, 3, 14808, 49, 1, 1, 1, 628, 628, 628, 628, 628, 628, 628, 628]",0.6106389055126592,0.25506511330604553,-0.6783143524789154,19
"[""replace the LM's descent stage equipment and engine with a solar telescope observatory""]",replace the LM's descent stage equipment and engine with a solar telescope observatory.,1,1.0,1,"[0.8213540315628052, 0.99554044008255, 0.9961410164833069, 0.9999278783798218, 0.9998350143432617, 0.999934196472168, 0.999901294708252, 0.9999877214431763, 0.9999340772628784, 0.9894291758537292, 0.9999836683273315, 0.9932782053947449, 0.9969131946563721, 0.9998651742935181, 0.9994745850563049, 0.9999374151229858, 0.9960854053497314, 0.9999943971633911, 0.9697401523590088]","[3601, 8, 3, 11160, 31, 7, 19991, 1726, 1277, 11, 1948, 28, 3, 9, 3693, 27480, 17404, 10972, 5]",0.9872240549639651,0.8213540315628052,-0.013761807379034657,19
"[""S-IVB""]",Lunar Module Adapter,0,0.0,0,"[0.6698130965232849, 0.9999902248382568, 0.9828061461448669, 0.9910502433776855, 0.999998927116394, 0.9999076128005981, 0.6006135940551758, 0.6250850558280945, 0.12377701699733734, 0.1698179841041565, 0.18463833630084991, 0.2938386797904968, 0.37364697456359863, 0.4253796637058258, 0.458099901676178, 0.48091763257980347, 0.4972824454307556, 0.5090081095695496, 0.5155436992645264]","[17687, 52, 20137, 3, 14808, 49, 1, 1, 8, 8, 17687, 17687, 17687, 17687, 17687, 17687, 17687, 17687, 17687]",0.5737481760351282,0.12377701699733734,-0.714295398418133,19
"[""astronauts""]",scientist astronaut,0,0.0,0,"[0.22894172370433807, 0.9716646075248718, 0.7507609724998474, 0.8985469341278076, 0.16948390007019043, 0.17897744476795197, 0.18381346762180328, 0.1931891292333603, 0.19693957269191742, 0.20062069594860077, 0.20360910892486572, 0.206190824508667, 0.2082669883966446, 0.2095801830291748, 0.21041855216026306, 0.21149855852127075, 0.21251894533634186, 0.21311672031879425, 0.21339455246925354]","[17901, 30059, 1, 1, 15971, 3, 17901, 17901, 17901, 17901, 17901, 17901, 17901, 17901, 17901, 17901, 17901, 17901, 17901]",0.30850173062399816,0.16948390007019043,-1.3692011512989102,19
"[""Apollo astronauts""]",Apollo astronauts,1,1.0,1,"[0.1984214037656784, 0.8261991143226624, 0.960183322429657, 0.9484813213348389, 0.7617023587226868, 0.2178160399198532, 0.1643694043159485, 0.17883211374282837, 0.1720692366361618, 0.1648733764886856, 0.15790246427059174, 0.16132453083992004, 0.16417598724365234, 0.16779406368732452, 0.1706453114748001, 0.17322178184986115, 0.1754278838634491, 0.17739799618721008, 0.17905864119529724]","[24224, 30059, 7, 1, 26, 2786, 961, 961, 961, 961, 961, 2786, 24224, 24224, 24224, 24224, 24224, 24224, 24224]",0.32209980801532145,0.15790246427059174,-1.4084589893666308,19
"[""geology""]",lunar geology training of all of the Apollo landing crews.,0,0.19999999999999998,0,"[0.6801117658615112, 0.9980431795120239, 0.9974134564399719, 0.9711304306983948, 0.5195507407188416, 0.9872764945030212, 0.9941686391830444, 0.9988172650337219, 0.9999216794967651, 0.9998223185539246, 0.9998356103897095, 0.9980161190032959, 0.9939976930618286, 0.9997289776802063, 0.9642935991287231, 0.28865599632263184, 0.2122906744480133, 0.2835679054260254, 0.3621232807636261]","[19920, 873, 1863, 761, 13, 66, 13, 8, 24224, 9501, 4627, 7, 5, 1, 1, 24224, 24224, 19920, 19920]",0.8025666224329095,0.2122906744480133,-0.3267062606637932,19
"[""Apollo landing crews""]","Gemini veterans,",0,0.0,0,"[0.2192021757364273, 0.9999922513961792, 0.8422561287879944, 0.9830529689788818, 0.8397142887115479, 0.8343777656555176, 0.18625277280807495, 0.17825470864772797, 0.1881081908941269, 0.19165673851966858, 0.19433505833148956, 0.1955583393573761, 0.19658799469470978, 0.1969604194164276, 0.19717314839363098, 0.19699956476688385, 0.19679200649261475, 0.1968572735786438, 0.19714179635047913]","[961, 7619, 13391, 6, 1, 1, 2786, 24224, 24224, 24224, 24224, 24224, 24224, 24224, 24224, 24224, 24224, 24224, 24224]",0.3805933469220212,0.17825470864772797,-1.233404362871348,19
"[""geologist""]",geology training,0,0.0,0,"[0.275995671749115, 0.5236591696739197, 0.9862027168273926, 0.9486707448959351, 0.9423708915710449, 0.5921747088432312, 0.21179421246051788, 0.2144114375114441, 0.20022135972976685, 0.19083955883979797, 0.18446214497089386, 0.18043152987957, 0.1776566058397293, 0.17489035427570343, 0.17354068160057068, 0.17239703238010406, 0.17858469486236572, 0.18466264009475708, 0.1885709911584854]","[873, 1863, 761, 1, 1, 707, 30059, 30059, 30059, 30059, 30059, 30059, 30059, 30059, 30059, 873, 873, 873, 873]",0.35271248142970235,0.17239703238010406,-1.2844496607779339,19
"[""lunar geology training""]",lunar geology training of all of the Apollo landing crews.,0,0.5,0,"[0.15969763696193695, 0.9985392093658447, 0.9971910119056702, 0.9985787868499756, 0.526709794998169, 0.9755795001983643, 0.9908356666564941, 0.9981603026390076, 0.9896866679191589, 0.9996708631515503, 0.9996386766433716, 0.9981163740158081, 0.9967065453529358, 0.9996801614761353, 0.9158610701560974, 0.11969912052154541, 0.12898649275302887, 0.11688023805618286, 0.1152757778763771]","[19920, 873, 1863, 761, 13, 66, 13, 8, 24224, 9501, 4627, 7, 5, 1, 1, 30059, 15971, 3, 3]",0.7381838893419818,0.1152757778763771,-0.584176551075091,19
"[""Dr. Harrison Schmitt""]","Dr. Harrison Schmitt,",1,1.0,1,"[0.9518516659736633, 0.9996284246444702, 0.9999077320098877, 0.9999991655349731, 0.999757707118988, 0.9999710321426392, 0.9679953455924988, 0.9524329900741577, 0.734283447265625, 0.12362565845251083, 0.4483898878097534, 0.6719524264335632, 0.7594631314277649, 0.804051399230957, 0.8282808661460876, 0.8472322821617126, 0.8616085648536682, 0.871941864490509, 0.8781151175498962]","[707, 5, 20429, 16724, 155, 17, 6, 1, 1, 707, 707, 707, 707, 707, 707, 707, 707, 707, 707]",0.8263415109954382,0.12362565845251083,-0.26282874145655366,19
"[""Schmitt""]","Dr. Harrison Schmitt,",0,0.5,0,"[0.9409210085868835, 0.9996576309204102, 0.9998226761817932, 0.9999983310699463, 0.999711811542511, 0.9999755620956421, 0.9758351445198059, 0.9522302746772766, 0.8062323927879333, 0.5115317702293396, 0.5398067235946655, 0.39550966024398804, 0.2722763121128082, 0.40313369035720825, 0.5083292126655579, 0.5932006239891052, 0.6543379426002502, 0.7034221291542053, 0.7400633096694946]","[707, 5, 20429, 16724, 155, 17, 6, 1, 1, 66, 66, 66, 707, 707, 707, 707, 707, 707, 707]",0.7366313793157276,0.2722763121128082,-0.37106398423297354,19
"[""Preliminary specifications""]",Preliminary specifications,1,1.0,1,"[0.8816784620285034, 0.9999885559082031, 0.9998013377189636, 0.9999468326568604, 0.9985393285751343, 0.6560673117637634, 0.9844830632209778, 0.3613054156303406, 0.7183805108070374, 0.8186565041542053, 0.8625824451446533, 0.880380392074585, 0.8874143362045288, 0.8918949961662292, 0.8940550088882446, 0.8958569169044495, 0.8961145281791687, 0.8944708704948425, 0.8934802412986755]","[1266, 4941, 77, 1208, 10364, 1, 7245, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266]",0.8639524767273351,0.3613054156303406,-0.16729163598866703,19
"[""NASA Deputy Administrator""]",Hugh L. Dryden,0,0.0,0,"[0.9841769933700562, 0.9998818635940552, 0.9927598237991333, 0.9998903274536133, 0.9999047517776489, 0.9999920129776001, 0.9986351132392883, 0.9708031415939331, 0.47753021121025085, 0.40214014053344727, 0.8393996953964233, 0.922210156917572, 0.945977509021759, 0.9561187028884888, 0.9617510437965393, 0.9655627012252808, 0.9679296612739563, 0.9699774980545044, 0.9711385369300842]","[11560, 107, 301, 5, 13257, 537, 1, 26, 15971, 11560, 11560, 11560, 11560, 11560, 11560, 11560, 11560, 11560, 11560]",0.9118831518449282,0.40214014053344727,-0.11723660069852557,19
"[""General Dynamics/Convair""]",Hugh L. Dryden,0,0.0,0,"[0.466485857963562, 0.999903678894043, 0.9972469806671143, 0.999908447265625, 0.9998488426208496, 0.9999954700469971, 0.9990549683570862, 0.6231667399406433, 0.24973736703395844, 0.664656400680542, 0.7767776250839233, 0.7954950928688049, 0.7955141067504883, 0.7924561500549316, 0.7899788022041321, 0.7841891646385193, 0.7797403931617737, 0.7780076265335083, 0.7805883884429932]","[11560, 107, 301, 5, 13257, 537, 1, 1, 2146, 2146, 2146, 2146, 2146, 2146, 2146, 2146, 2146, 2146, 2146]",0.793302742274184,0.24973736703395844,-0.27392086064530285,19
"[""Samuel""]","Samuel C. Phillips,",0,0.5,0,"[0.9717384576797485, 0.9987475872039795, 0.9999799728393555, 0.9995920062065125, 0.99982088804245, 0.968695342540741, 0.9997128844261169, 0.5535783767700195, 0.5384668707847595, 0.6649609804153442, 0.8386510610580444, 0.8992154002189636, 0.9248641133308411, 0.9379988312721252, 0.946075975894928, 0.9512731432914734, 0.9548718929290771, 0.9575332403182983, 0.9595451951026917]","[15718, 205, 5, 16202, 7, 6, 1, 1, 2715, 15718, 15718, 15718, 15718, 15718, 15718, 15718, 15718, 15718, 15718]",0.8981748537013405,0.5384668707847595,-0.1232417342979082,19
"[""first manned landing""]","July 1969,",0,0.0,0,"[0.9382955431938171, 0.999749481678009, 0.9980317950248718, 0.9983149766921997, 0.8592155575752258, 0.13121899962425232, 0.7138869166374207, 0.8654876351356506, 0.9021427035331726, 0.9165998101234436, 0.9231381416320801, 0.9271717667579651, 0.9293584823608398, 0.9307841062545776, 0.9318146109580994, 0.9326788783073425, 0.9333930611610413, 0.9339698553085327, 0.9344408512115479]","[1718, 17185, 6, 1, 1, 34, 1718, 1718, 1718, 1718, 1718, 1718, 1718, 1718, 1718, 1718, 1718, 1718, 1718]",0.878931219640531,0.13121899962425232,-0.18777496910006186,19
"[""NASA""]",OMSF program controller.,0,0.0,0,"[0.394948273897171, 0.9989093542098999, 0.9998555183410645, 0.6277385950088501, 0.9903424978256226, 0.9969731569290161, 0.9998855590820312, 0.7938850522041321, 0.14080648124217987, 0.2277878224849701, 0.2853412926197052, 0.3165907561779022, 0.3351841866970062, 0.3459948003292084, 0.35249942541122437, 0.3567551076412201, 0.3606221675872803, 0.36398255825042725, 0.3658921718597412]","[3, 8638, 7016, 478, 8612, 5, 1, 1, 15971, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",0.5396839356736133,0.14080648124217987,-0.7761719858190007,19
"[""Apollo""]",Bernard A.,0,0.0,0,"[0.8465387225151062, 0.8343660831451416, 0.9998922348022461, 0.9763978719711304, 0.5908814668655396, 0.5480129718780518, 0.698591411113739, 0.551480233669281, 0.47312790155410767, 0.553080677986145, 0.6073326468467712, 0.6506128907203674, 0.6773002743721008, 0.6977283954620361, 0.712108314037323, 0.7265967726707458, 0.7379523515701294, 0.7504494786262512, 0.7565355896949768]","[14735, 71, 5, 1, 1, 15718, 15718, 15718, 14735, 14735, 14735, 14735, 14735, 14735, 14735, 14735, 14735, 14735, 14735]",0.7046834889211153,0.47312790155410767,-0.3684583889609802,19
"[""the first manned landing""]",manned landing,0,0.8,0,"[0.5130863785743713, 0.9694338440895081, 0.9998773336410522, 0.798679530620575, 0.6259276270866394, 0.18354815244674683, 0.18378929793834686, 0.256367564201355, 0.3095477223396301, 0.3503558337688446, 0.3764094412326813, 0.3963935077190399, 0.4130498468875885, 0.42574945092201233, 0.4359526038169861, 0.44414085149765015, 0.4514797329902649, 0.45878833532333374, 0.4663304090499878]","[3, 28556, 9501, 1, 1, 3666, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",0.4767846033761376,0.18354815244674683,-0.8412227654724658,19
"[""Program Director""]","Samuel C. Phillips,",0,0.0,0,"[0.46449100971221924, 0.9964266419410706, 0.9999743700027466, 0.9996302127838135, 0.9998708963394165, 0.9877815246582031, 0.9997753500938416, 0.7095558047294617, 0.1542835533618927, 0.18353374302387238, 0.21176055073738098, 0.2164706438779831, 0.21656256914138794, 0.21485811471939087, 0.21244493126869202, 0.2100679874420166, 0.21642082929611206, 0.2327948808670044, 0.24647992849349976]","[15718, 205, 5, 16202, 7, 6, 1, 1, 3, 2146, 2146, 2146, 2146, 2146, 2146, 2146, 15718, 15718, 15718]",0.498588607499474,0.1542835533618927,-0.9652170383165588,19
"[""Apollo 13""]",a liquid oxygen tank,0,0.0,0,"[0.2911551296710968, 0.9850487112998962, 0.9968949556350708, 0.9999732971191406, 0.9978955984115601, 0.8118606805801392, 0.7007150650024414, 0.44436919689178467, 0.46109041571617126, 0.3880346119403839, 0.338739275932312, 0.3035122752189636, 0.27548280358314514, 0.25524553656578064, 0.2402319610118866, 0.22813239693641663, 0.2183644026517868, 0.21069207787513733, 0.20389656722545624]","[3, 9, 4400, 11035, 5040, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3]",0.49217552417203,0.20389656722545624,-0.8869944721626654,19
"[""success of the first two landings""]",the Fra Mauro formation.,0,0.0,0,"[0.10334057360887527, 0.9857195019721985, 0.9930675029754639, 0.9999902248382568, 0.9999897480010986, 0.9854904413223267, 0.9983976483345032, 0.9907446503639221, 0.9162409901618958, 0.26079151034355164, 0.22458790242671967, 0.19239340722560883, 0.170523002743721, 0.15583959221839905, 0.14780013263225555, 0.14043454825878143, 0.13429957628250122, 0.1277492642402649, 0.12312529236078262]","[8, 10323, 3, 19059, 32, 3239, 5, 1, 1, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37]",0.507922395279533,0.10334057360887527,-1.0817082326300456,19
"[""Apollo""]",a liquid oxygen tank,0,0.0,0,"[0.42006006836891174, 0.9925546050071716, 0.9990550875663757, 0.9999936819076538, 0.9987181425094604, 0.8982646465301514, 0.5982449650764465, 0.6670510172843933, 0.6628352403640747, 0.601701021194458, 0.5569209456443787, 0.5236377120018005, 0.4960675835609436, 0.4733860492706299, 0.4531751871109009, 0.4346272647380829, 0.41972577571868896, 0.4059849977493286, 0.3881109952926636]","[3, 9, 4400, 11035, 5040, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.6310586835208692,0.3881109952926636,-0.5181156246723816,19
"[""combination of damage of the tank in the factory, and a subcontractor not making a tank component according to updated design specifications""]","disabling the Service Module and forcing the crew to use the LM as a """,0,0.14285714285714285,0,"[0.9534410834312439, 0.9998569488525391, 0.9999885559082031, 0.9842495322227478, 0.9981881976127625, 0.9979034662246704, 0.5112028121948242, 0.9966766834259033, 0.9831933975219727, 0.9995937943458557, 0.9682245850563049, 0.9987336993217468, 0.9947999715805054, 0.9937268495559692, 0.999835729598999, 0.985716700553894, 0.9940891265869141, 0.9974712133407593, 0.9977072477340698]","[1028, 9, 7428, 8, 1387, 20137, 11, 19060, 8, 4627, 12, 169, 8, 3, 11160, 38, 3, 9, 96]",0.9660315576352572,0.5112028121948242,-0.043666567400865074,19
"[""Lovell""]",Fred Haise,0,0.0,0,"[0.321697860956192, 0.9982023239135742, 0.9999994039535522, 0.9957861304283142, 0.8567482233047485, 0.924816370010376, 0.624192476272583, 0.4361982047557831, 0.4371699392795563, 0.4559871554374695, 0.4543132185935974, 0.4435105323791504, 0.43634799122810364, 0.43105608224868774, 0.4256519079208374, 0.41945379972457886, 0.4119932949542999, 0.40744349360466003, 0.4012890160083771]","[12264, 454, 8284, 1, 1, 2129, 2129, 2129, 4496, 4496, 4496, 4496, 4496, 4496, 4496, 4496, 4496, 4496, 4496]",0.5727293381565496,0.321697860956192,-0.630529457430267,19
"[""single veteran as Commander, with two rookies""]",two rookies.,0,0.4444444444444445,0,"[0.6922137141227722, 0.6470251083374023, 0.9969802498817444, 0.9908417463302612, 0.9997801184654236, 0.9583249092102051, 0.25310564041137695, 0.4684996008872986, 0.5393453240394592, 0.5810908079147339, 0.6069494485855103, 0.6248447299003601, 0.6371355652809143, 0.6453096270561218, 0.6504583358764648, 0.6553399562835693, 0.6589676141738892, 0.6627129316329956, 0.6649073362350464]","[192, 24188, 7, 5, 1, 1, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",0.68072804024345,0.25310564041137695,-0.4262263364153932,19
"[""remainder of 1970""]","April 1970,",0,0.4,0,"[0.7231272459030151, 0.9983643889427185, 0.9947463870048523, 0.9996102452278137, 0.6769936084747314, 0.18089228868484497, 0.21292227506637573, 0.3106013834476471, 0.3793383538722992, 0.4432016611099243, 0.48485755920410156, 0.5231765508651733, 0.5491760969161987, 0.5662691593170166, 0.5799572467803955, 0.5936498045921326, 0.6052238941192627, 0.6103348135948181, 0.6205261945724487]","[1186, 7434, 6, 1, 1, 21, 1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186]",0.5817352188260931,0.18089228868484497,-0.6320872718306678,19
"[""Apollo was grounded again""]","exploded, disabling the Service Module and forcing the crew to use the LM as",0,0.0,0,"[0.353727251291275, 0.8832778334617615, 0.9974047541618347, 0.8154251575469971, 0.9998620748519897, 0.9999884366989136, 0.9876847267150879, 0.9966891407966614, 0.9972425699234009, 0.8309428095817566, 0.9948816299438477, 0.9939562678337097, 0.9997232556343079, 0.9967505931854248, 0.998485267162323, 0.9930207133293152, 0.9956207871437073, 0.9997360110282898, 0.9916444420814514]","[3, 29155, 6, 1028, 9, 7428, 8, 1387, 20137, 11, 19060, 8, 4627, 12, 169, 8, 3, 11160, 38]",0.938213880124845,0.353727251291275,-0.08474159064052887,19
"[""Pegasus satellites""]","Pegasus satellites,",1,1.0,1,"[0.3665649890899658, 0.9999715089797974, 0.9999816417694092, 0.993416428565979, 0.9998075366020203, 0.9942962527275085, 0.997557520866394, 0.9018903970718384, 0.4651874005794525, 0.37285950779914856, 0.33593207597732544, 0.2967832088470459, 0.2644319236278534, 0.2402385175228119, 0.22299210727214813, 0.2105688452720642, 0.2062353491783142, 0.22258014976978302, 0.23446038365364075]","[1276, 5556, 302, 7605, 7, 6, 1, 1, 11297, 11297, 11297, 11297, 11297, 11297, 11297, 11297, 1276, 1276, 1276]",0.5434608286932895,0.2062353491783142,-0.8171500025760823,19
"[""micrometeorite""]",boilerplate CSMs,0,0.0,0,"[0.19393780827522278, 0.9999209642410278, 0.9923840165138245, 0.9999792575836182, 0.9931290149688721, 0.7172211408615112, 0.959424614906311, 0.930932879447937, 0.0615462064743042, 0.08869320899248123, 0.07492222636938095, 0.07039197534322739, 0.0783921331167221, 0.08549707382917404, 0.09730669856071472, 0.10768371820449829, 0.11416337639093399, 0.11749635636806488, 0.12157928943634033]","[14097, 17628, 205, 4212, 7, 1, 9124, 6157, 2179, 2179, 2179, 180, 180, 180, 205, 205, 205, 205, 205]",0.41076852420442983,0.0615462064743042,-1.5020078026347272,19
"[""translunar""]",S-IV,0,0.0,0,"[0.20688363909721375, 0.9978083968162537, 0.9964221715927124, 0.9805172085762024, 0.9721751809120178, 0.06047001853585243, 0.10138488560914993, 0.11450879275798798, 0.1196557879447937, 0.12189342826604843, 0.12401580810546875, 0.12567999958992004, 0.127294659614563, 0.12841489911079407, 0.1288955956697464, 0.13307735323905945, 0.13866908848285675, 0.14348772168159485, 0.14791889488697052]","[180, 18, 7589, 1, 1, 15607, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 180, 180, 180, 180]",0.3089038700257477,0.06047001853585243,-1.6467104904534917,19
"[""Pegasus""]",Saturn I,0,0.0,0,"[0.2123137265443802, 0.7217156291007996, 0.9678037166595459, 0.9746636152267456, 0.15417659282684326, 0.07934678345918655, 0.09051597863435745, 0.10166065394878387, 0.10846041887998581, 0.11636774241924286, 0.12415466457605362, 0.13147035241127014, 0.13706344366073608, 0.1414477378129959, 0.14424385130405426, 0.14841988682746887, 0.1518295407295227, 0.15435369312763214, 0.1552426666021347]","[24037, 27, 1, 1, 1, 71, 71, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037, 24037]",0.2534342470921968,0.07934678345918655,-1.7324773433160103,19
"[""water""]",water.,1,1.0,1,"[0.9154812693595886, 0.9934569001197815, 0.9997555613517761, 0.9660192728042603, 0.29701897501945496, 0.6153551340103149, 0.754080593585968, 0.8125742077827454, 0.8403991460800171, 0.8588237166404724, 0.8701677918434143, 0.879470705986023, 0.8846907019615173, 0.8887730240821838, 0.8914324045181274, 0.8944122195243835, 0.896574854850769, 0.8990189433097839, 0.8998726010322571]","[387, 5, 1, 1, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387]",0.8451251591506758,0.29701897501945496,-0.19477108687859485,19
"[""satellites""]","Pegasus satellites,",0,0.6666666666666666,0,"[0.22050151228904724, 0.999907374382019, 0.9999276399612427, 0.852707028388977, 0.9968193769454956, 0.9910860657691956, 0.9983261227607727, 0.9171623587608337, 0.11147858202457428, 0.07681688666343689, 0.08001357316970825, 0.11117531359195709, 0.1322053074836731, 0.14424119889736176, 0.1521729826927185, 0.15863315761089325, 0.16494259238243103, 0.17031197249889374, 0.17417117953300476]","[1276, 5556, 302, 7605, 7, 6, 1, 1, 3, 3, 1276, 1276, 1276, 1276, 1276, 1276, 1276, 1276, 1276]",0.44487369609506505,0.07681688666343689,-1.2767191496336514,19
"[""Apollo""]",Greek,0,0.0,0,"[0.3204081952571869, 0.6007349491119385, 0.9472106099128723, 0.10970593243837357, 0.21097314357757568, 0.21446263790130615, 0.22758065164089203, 0.2398652583360672, 0.24067461490631104, 0.24669235944747925, 0.250937283039093, 0.2580014765262604, 0.2622841000556946, 0.26490727066993713, 0.26620903611183167, 0.26938119530677795, 0.2718445062637329, 0.2730824649333954]","[6781, 1, 485, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781, 6781]",0.30416420474648476,0.10970593243837357,-1.2988385741186383,18
"[""water""]",water.,1,1.0,1,"[0.7103906869888306, 0.9907325506210327, 0.9999171495437622, 0.9277999997138977, 0.17674657702445984, 0.38725149631500244, 0.5008672475814819, 0.5636522769927979, 0.5965336561203003, 0.6197025775909424, 0.6369433999061584, 0.6497035622596741, 0.6571696996688843, 0.6636225581169128, 0.667634129524231, 0.6724381446838379, 0.6760449409484863, 0.6796087622642517]","[387, 5, 1, 1, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387]",0.654264411992497,0.17674657702445984,-0.4810345209845707,18
